"","MDS1","MDS2"
"1",-0.688684616817854,0.530381219838624
"2",0.389477300565407,-0.616172502871597
"3",0.260452001241148,-1.08363028985289
"4",-0.745159814424006,-0.0561320645745721
"5",-0.152933842374532,0.310269260182875
"6",-0.612188748547222,-0.720848789200289
"7",-1.1035321997422,1.22372195460207
"8",-0.606018300725327,-0.982345120687619
"9",-0.424067648188238,0.917791640525898
"10",0.171402255848709,0.573831244934664
"11",0.690350026648995,-0.0195737193179112
"12",-0.428160881807781,0.259241382570212
"13",0.0705014804400757,0.738778609125289
"14",-0.194449967275389,0.00648328397079445
"15",-0.0943600728378592,-0.911810395342067
"16",0.848358339800448,0.659789657906109
"17",-0.769189392857313,-0.167034949308355
"18",-0.347130143443615,-0.658787508844864
"19",0.241622522846178,-0.58629777312865
"20",0.910620915529585,-1.02186954743532
"21",0.723040869571218,0.0948789445176227
"22",0.481536982211128,1.49821533870582
"23",-1.76715400746473,0.589676528505129
"24",-1.32462035736536,0.0594286031191497
"25",1.41721461113213,0.165472720665388
"26",-0.13821182318768,0.701653931927428
"27",-1.183670438135,-0.648572671602865
"28",-0.7047627922458,0.278578167100161
"29",-1.12786495979651,-0.468349125392262
"30",-0.573498777952991,-0.419869327176873
"31",-0.953542456725474,0.213509745270707
"32",-0.0772894282089329,1.33268671990447
"33",-0.484464640967056,-0.219586915468527
"34",1.32008785272198,-0.298378714411229
"35",0.986596122707199,0.871081042358675
"36",0.596896961742288,-0.90905057307942
"37",-0.380378572231857,-0.01484756223967
"38",-0.0446029167695176,-0.41116459453833
"39",0.215366443620415,-0.15038275568775
"40",1.28576822465305,0.231856952775876
"41",0.737893779130696,-0.518520107751491
"42",0.427830450769186,0.237967137572892
"43",-0.546736335620137,-0.138870197936394
"44",0.57576834476534,0.305208668909049
"45",0.0655515472727757,-0.812400954135891
"46",0.883195017915377,-0.167562613842301
"47",0.655361946267118,-0.47025750108337
"48",1.51777913831195,0.671813519921603
